file,line,section,raw_url,test_url,template_note,status,final_url,content_type,error,elapsed_ms,ogc_attempted,timestamp,verdict,verdict_detail
DATASET_CATALOG.md,336,DS-011 — BDAT (Base de Données des Analyses de Terre),http://www.gissol.fr/programme/bdat/bdat.php,http://www.gissol.fr/programme/bdat/bdat.php,,404,http://www.gissol.fr/programme/bdat/bdat.php,text/html; charset=UTF-8,,125,,2026-07-30T19:57:43.086254+00:00,MORTE,HTTP 404
SOURCES_DONNEES_EXHAUSTIVES.md,1425,13.1 Modèles de fondation géospatiaux (GIS / Forest Dynamics / Climate Engine),https://github.com/NASA-IMPACT/Prithvi-EO-2.0,https://github.com/NASA-IMPACT/Prithvi-EO-2.0,,200,https://github.com/NASA-IMPACT/Prithvi-EO-2.0,text/html; charset=utf-8,,1938,,2026-07-30T19:57:41.280108+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1272,12.7 Détection feux par drone / AI vision (Ignis / app mobile),https://github.com/imnuman/fire-detection-yolo,https://github.com/imnuman/fire-detection-yolo,,200,https://github.com/imnuman/fire-detection-yolo,text/html; charset=utf-8,,2000,,2026-07-30T19:57:41.278161+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1428,13.1 Modèles de fondation géospatiaux (GIS / Forest Dynamics / Climate Engine),https://huggingface.co/ibm-granite/granite-geospatial-biomass,https://huggingface.co/ibm-granite/granite-geospatial-biomass,,200,https://huggingface.co/ibm-granite/granite-geospatial-biomass,text/html; charset=utf-8,,250,,2026-07-30T19:57:43.226074+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1540,14.2 Solutions open source — moteurs d'inférence (classées par efficacité),https://github.com/alibaba/MNN,https://github.com/alibaba/MNN,,200,https://github.com/alibaba/MNN,text/html; charset=utf-8,,2172,,2026-07-30T19:57:41.303924+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,982,C. data.gouv.fr,https://www.data.gouv.fr/datasets/znieff-de-type-i,https://www.data.gouv.fr/datasets/znieff-de-type-i,,200,https://www.data.gouv.fr/datasets/znieff-de-type-i,text/html;charset=utf-8,,359,,2026-07-30T19:57:43.172407+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,821,"A. API de téléchargement (Atom, bulk)",https://data.geopf.fr/telechargement/resource/BDFORET,https://data.geopf.fr/telechargement/resource/BDFORET,,200,https://data.geopf.fr/telechargement/resource/BDFORET,,,109,,2026-07-30T19:57:43.467891+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1321,12.12 Downscaling météo / AROME (Climate Engine),https://github.com/louisletoumelin/neural_network_and_devine,https://github.com/louisletoumelin/neural_network_and_devine,,200,https://github.com/louisletoumelin/neural_network_and_devine,text/html; charset=utf-8,,2187,,2026-07-30T19:57:41.689174+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1224,12.2 LiDAR / Inventaire forestier (Forest Dynamics / GIS Engine),https://github.com/SmartForest-no/ForestFormer3D,https://github.com/SmartForest-no/ForestFormer3D,,200,https://github.com/SmartForest-no/ForestFormer3D,text/html; charset=utf-8,,2406,,2026-07-30T19:57:41.503048+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1468,13.5 Déploiement LLM self-hosted (Reasoning / Knowledge / Validation Engine),https://github.com/open-webui/open-webui,https://github.com/open-webui/open-webui,,200,https://github.com/open-webui/open-webui,text/html; charset=utf-8,,2219,,2026-07-30T19:57:41.703891+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1273,12.7 Détection feux par drone / AI vision (Ignis / app mobile),https://github.com/chri5tianlol/Territory-Project,https://github.com/chri5tianlol/Territory-Project,,200,https://github.com/chri5tianlol/Territory-Project,text/html; charset=utf-8,,2031,,2026-07-30T19:57:41.965288+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,623,6.10.2 Hydro — sources complémentaires,https://hubeau.eaufrance.fr/,https://hubeau.eaufrance.fr/,,200,https://hubeau.eaufrance.fr/,text/html; charset=UTF-8,,94,,2026-07-30T19:57:43.915353+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1547,14.3 Projets GitHub indépendants et benchmarks,https://github.com/m4vic/TinyMobileLLM,https://github.com/m4vic/TinyMobileLLM,,200,https://github.com/m4vic/TinyMobileLLM,text/html; charset=utf-8,,2094,,2026-07-30T19:57:42.008664+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1429,13.1 Modèles de fondation géospatiaux (GIS / Forest Dynamics / Climate Engine),https://huggingface.co/naturecodeproject/earth,https://huggingface.co/naturecodeproject/earth,,200,https://huggingface.co/naturecodeproject/earth,text/html; charset=utf-8,,156,,2026-07-30T19:57:44.006360+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,822,"A. API de téléchargement (Atom, bulk)",https://data.geopf.fr/telechargement/resource/BDTOPO_EXPRESS,https://data.geopf.fr/telechargement/resource/BDTOPO_EXPRESS,,200,https://data.geopf.fr/telechargement/resource/BDTOPO_EXPRESS,,,78,,2026-07-30T19:57:44.163294+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1550,14.3 Projets GitHub indépendants et benchmarks,https://arxiv.org/pdf/2406.10290,https://arxiv.org/pdf/2406.10290,,200,https://arxiv.org/pdf/2406.10290,application/pdf,,219,,2026-07-30T19:57:44.091608+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,983,C. data.gouv.fr,https://www.data.gouv.fr/datasets/inpn-donnees-du-programme-znieff,https://www.data.gouv.fr/datasets/inpn-donnees-du-programme-znieff,,200,https://www.data.gouv.fr/datasets/inpn-donnees-du-programme-znieff,text/html;charset=utf-8,,422,,2026-07-30T19:57:43.919101+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1225,12.2 LiDAR / Inventaire forestier (Forest Dynamics / GIS Engine),https://github.com/prs-eth/ForAINet,https://github.com/prs-eth/ForAINet,,200,https://github.com/prs-eth/ForAINet,text/html; charset=utf-8,,2343,,2026-07-30T19:57:42.148188+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1322,12.12 Downscaling météo / AROME (Climate Engine),https://github.com/SDINAHET/wrf-bretagne-local-forecast,https://github.com/SDINAHET/wrf-bretagne-local-forecast,,200,https://github.com/SDINAHET/wrf-bretagne-local-forecast,text/html; charset=utf-8,,2469,,2026-07-30T19:57:42.165374+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,213,DS-006 — INRAE — données expérimentales (SOERE F-ORE-T),https://www.gip-ecofor.org/soere/f-ore-t,https://www.gip-ecofor.org/soere/f-ore-t,,,,,CONNECT: Cannot connect to host www.gip-ecofor.org:443 ssl:default [Le système distant a refusé la connexion réseau],4312,,2026-07-30T19:57:40.465419+00:00,INDETERMINEE,CONNECT: Cannot connect to host www.gip-ecofor.org:443 ssl:default [Le système distant a refusé la connexion réseau]
SOURCES_DONNEES_EXHAUSTIVES.md,1469,13.5 Déploiement LLM self-hosted (Reasoning / Knowledge / Validation Engine),https://github.com/DS4SD/docling,https://github.com/DS4SD/docling,,200,https://github.com/docling-project/docling,text/html; charset=utf-8,,2500,,2026-07-30T19:57:42.300211+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,382,DS-013 — SoilGrids (ISRIC),https://soilgrids.org,https://soilgrids.org,,200,https://soilgrids.org,text/html,,922,,2026-07-30T19:57:43.876454+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,633,6.10.3 Biodiversité — référentiels et gateways européens,https://biodiversity.europa.eu/,https://biodiversity.europa.eu/,,200,https://biodiversity.europa.eu/,text/html; charset=utf-8,,234,,2026-07-30T19:57:44.633682+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1274,12.7 Détection feux par drone / AI vision (Ignis / app mobile),https://github.com/ali-ibrahim-alshaikh/Drone_Project,https://github.com/ali-ibrahim-alshaikh/Drone_Project,,200,https://github.com/ali-ibrahim-alshaikh/Drone_Project,text/html; charset=utf-8,,2328,,2026-07-30T19:57:42.586253+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1430,13.1 Modèles de fondation géospatiaux (GIS / Forest Dynamics / Climate Engine),https://huggingface.co/jorlrodriguezg/floro,https://huggingface.co/jorlrodriguezg/floro,,200,https://huggingface.co/jorlrodriguezg/floro,text/html; charset=utf-8,,141,,2026-07-30T19:57:44.802796+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1548,14.3 Projets GitHub indépendants et benchmarks,https://github.com/as1as1984/unity-android-ondevice-llm,https://github.com/as1as1984/unity-android-ondevice-llm,,200,https://github.com/as1as/unity-android-ondevice-llm,text/html; charset=utf-8,,2328,,2026-07-30T19:57:42.626076+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,825,"B. API d'extraction vecteur (OGC API Processes, REST)",https://data.geopf.fr/extraction,https://data.geopf.fr/extraction,,401,https://data.geopf.fr/extraction,application/problem+json,,63,,2026-07-30T19:57:44.907362+00:00,A_VERIFIER,HTTP 401
SOURCES_DONNEES_EXHAUSTIVES.md,1556,14.4 Modèles optimisés mobile (HuggingFace),https://huggingface.co/litert-community/gemma-4-E2B-it-litert-lm,https://huggingface.co/litert-community/gemma-4-E2B-it-litert-lm,,200,https://huggingface.co/litert-community/gemma-4-E2B-it-litert-lm,text/html; charset=utf-8,,172,,2026-07-30T19:57:44.854735+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1226,12.2 LiDAR / Inventaire forestier (Forest Dynamics / GIS Engine),https://github.com/ecker-lab/TreeLearn,https://github.com/ecker-lab/TreeLearn,,200,https://github.com/ecker-lab/TreeLearn,text/html; charset=utf-8,,2313,,2026-07-30T19:57:42.757984+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1478,13.6 Benchmarks & évaluation (Validation Engine),https://arxiv.org/html/2509.05881,https://arxiv.org/html/2509.05881,,200,https://arxiv.org/html/2509.05881,text/html; charset=utf-8,,94,,2026-07-30T19:57:44.974963+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,409,DS-014 — GBIF (occurrences taxonomiques),https://www.gbif.org,https://www.gbif.org,,403,https://www.gbif.org,text/html; charset=UTF-8,,641,,2026-07-30T19:57:44.492658+00:00,INDETERMINEE,HTTP 403 (anti-bot / acces interdit)
SOURCES_DONNEES_EXHAUSTIVES.md,1009,A. Entrepôt Recherche Data Gouv,https://entrepot.recherche.data.gouv.fr/dataverse/pepr-forestt,https://entrepot.recherche.data.gouv.fr/dataverse/pepr-forestt,,200,https://entrepot.recherche.data.gouv.fr/dataverse/pepr-forestt,text/html;charset=UTF-8,,375,,2026-07-30T19:57:44.783880+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1023,A. Copernicus Data Space Ecosystem (CDSE),https://browser.dataspace.copernicus.eu/,https://browser.dataspace.copernicus.eu/,,200,https://browser.dataspace.copernicus.eu/,text/html,,171,,2026-07-30T19:57:45.064789+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,634,6.10.3 Biodiversité — référentiels et gateways européens,https://forest.eea.europa.eu/,https://forest.eea.europa.eu/,,200,https://forest.eea.europa.eu/,text/html; charset=utf-8,,171,,2026-07-30T19:57:45.058537+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1431,13.1 Modèles de fondation géospatiaux (GIS / Forest Dynamics / Climate Engine),https://huggingface.co/simonreise/forest-segmentation-2025,https://huggingface.co/simonreise/forest-segmentation-2025,,200,https://huggingface.co/simonreise/forest-segmentation-2025,text/html; charset=utf-8,,157,,2026-07-30T19:57:45.166140+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,826,"B. API d'extraction vecteur (OGC API Processes, REST)",https://data.geopf.fr/extraction/swagger-ui/index.html,https://data.geopf.fr/extraction/swagger-ui/index.html,,200,https://data.geopf.fr/extraction/swagger-ui/index.html,text/html; charset=UTF-8,,94,,2026-07-30T19:57:45.244140+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1328,12.13 Modèles de distribution d'espèces (Botanical / Correlation Engine),https://github.com/earth-chris/elapid,https://github.com/earth-chris/elapid,,200,https://github.com/earth-chris/elapid,text/html; charset=utf-8,,2593,,2026-07-30T19:57:42.760715+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1479,13.6 Benchmarks & évaluation (Validation Engine),https://arxiv.org/pdf/2301.04253,https://arxiv.org/pdf/2301.04253,,200,https://arxiv.org/pdf/2301.04253,application/pdf,,16,,2026-07-30T19:57:45.361779+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1557,14.4 Modèles optimisés mobile (HuggingFace),https://huggingface.co/litert-community/Gemma3-1B-IT,https://huggingface.co/litert-community/Gemma3-1B-IT,,200,https://huggingface.co/litert-community/Gemma3-1B-IT,text/html; charset=utf-8,,157,,2026-07-30T19:57:45.230558+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1475,13.6 Benchmarks & évaluation (Validation Engine),https://github.com/idea-isail-lab-uiuc/climatebench-m,https://github.com/idea-isail-lab-uiuc/climatebench-m,,200,https://github.com/idea-isail-lab-uiuc/climatebench-m,text/html; charset=utf-8,,2609,,2026-07-30T19:57:42.808266+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,455,DS-016 — BDNFF (Base de Données Nomenclaturale de la Flore de France),https://www.tela-botanica.org/bdnff/,https://www.tela-botanica.org/bdnff/,,410,https://www.tela-botanica.org/bdnff/,text/html,,94,,2026-07-30T19:57:45.372771+00:00,MORTE,HTTP 410
SOURCES_DONNEES_EXHAUSTIVES.md,635,6.10.3 Biodiversité — référentiels et gateways européens,https://sinp.naturefrance.fr/,https://sinp.naturefrance.fr/,,200,https://sinp.naturefrance.fr/,text/html; charset=UTF-8,,125,,2026-07-30T19:57:45.388902+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,432,DS-015 — Tela Botanica (flore française),https://www.tela-botanica.org,https://www.tela-botanica.org,,200,https://www.tela-botanica.org,text/html; charset=UTF-8,,578,,2026-07-30T19:57:45.034163+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1275,12.7 Détection feux par drone / AI vision (Ignis / app mobile),https://github.com/varunlakshmanan11/FireDroneX,https://github.com/varunlakshmanan11/FireDroneX,,200,https://github.com/varunlakshmanan11/FireDroneX,text/html; charset=utf-8,,2422,,2026-07-30T19:57:43.211082+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1227,12.2 LiDAR / Inventaire forestier (Forest Dynamics / GIS Engine),https://github.com/PRBonn/forest_inventory_pipeline,https://github.com/PRBonn/forest_inventory_pipeline,,200,https://github.com/PRBonn/forest_inventory_pipeline,text/html; charset=utf-8,,2203,,2026-07-30T19:57:43.473062+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1476,13.6 Benchmarks & évaluation (Validation Engine),https://github.com/usail-hkust/ClimAgent,https://github.com/usail-hkust/ClimAgent,,404,https://github.com/usail-hkust/ClimAgent,text/html; charset=utf-8,,2125,,2026-07-30T19:57:43.582996+00:00,MORTE,HTTP 404
SOURCES_DONNEES_EXHAUSTIVES.md,833,C. WMS / WMTS (flux streaming),https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities,https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities,,200,https://data.geopf.fr/wmts?SERVICE=WMTS&VERSION=1.0.0&REQUEST=GetCapabilities,,,94,,2026-07-30T19:57:45.634072+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1029,B. land.copernicus.eu (téléchargement direct),https://land.copernicus.eu/en/products/high-resolution-layer-forests-and-tree-cover,https://land.copernicus.eu/en/products/high-resolution-layer-forests-and-tree-cover,,200,https://land.copernicus.eu/en/products/high-resolution-layer-forests-and-tree-cover,text/html; charset=utf-8,,344,,2026-07-30T19:57:45.420424+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1558,14.4 Modèles optimisés mobile (HuggingFace),https://huggingface.co/google/gemma-3n-E4B-it-litert-lm,https://huggingface.co/google/gemma-3n-E4B-it-litert-lm,,200,https://huggingface.co/google/gemma-3n-E4B-it-litert-lm,text/html; charset=utf-8,,188,,2026-07-30T19:57:45.619386+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1549,14.3 Projets GitHub indépendants et benchmarks,https://github.com/google-ai-edge/gallery,https://github.com/google-ai-edge/gallery,,200,https://github.com/google-ai-edge/gallery,text/html; charset=utf-8,,2516,,2026-07-30T19:57:43.280155+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,478,DS-017 — INPN (Inventaire National du Patrimoine Naturel),https://inpn.mnhn.fr,https://inpn.mnhn.fr,,200,https://inpn.mnhn.fr,text/html;charset=UTF-8,,234,,2026-07-30T19:57:45.773067+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1329,12.13 Modèles de distribution d'espèces (Botanical / Correlation Engine),https://github.com/osgeokr/qmaxent,https://github.com/osgeokr/qmaxent,,200,https://github.com/osgeokr/qmaxent,text/html; charset=utf-8,,2532,,2026-07-30T19:57:43.541266+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1030,B. land.copernicus.eu (téléchargement direct),https://land.copernicus.eu/en/products/vegetation/burnt-area-v4-daily-300m,https://land.copernicus.eu/en/products/vegetation/burnt-area-v4-daily-300m,,200,https://land.copernicus.eu/en/products/vegetation/burnt-area-v4-daily-300m,text/html; charset=utf-8,,344,,2026-07-30T19:57:45.802397+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1522,"14.1 Solutions constructeurs (intégrées, fermées)",https://machinelearning.apple.com/research/introducing-apple-foundation-models,https://machinelearning.apple.com/research/introducing-apple-foundation-models,,200,https://machinelearning.apple.com/research/introducing-apple-foundation-models,text/html,,515,,2026-07-30T19:57:45.718059+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1228,12.2 LiDAR / Inventaire forestier (Forest Dynamics / GIS Engine),https://github.com/shenglandu/SATree,https://github.com/shenglandu/SATree,,200,https://github.com/shenglandu/SATree,text/html; charset=utf-8,,2079,,2026-07-30T19:57:44.234221+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1559,14.4 Modèles optimisés mobile (HuggingFace),https://huggingface.co/Qwen/Qwen2.5-0.5B-Instruct-GGUF,https://huggingface.co/Qwen/Qwen2.5-0.5B-Instruct-GGUF,,200,https://huggingface.co/Qwen/Qwen2.5-0.5B-Instruct-GGUF,text/html; charset=utf-8,,172,,2026-07-30T19:57:46.137549+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1281,12.8 Backend géospatial / API (GSIE API),https://github.com/rupestre-campos/geofastmapAPI,https://github.com/rupestre-campos/geofastmapAPI,,200,https://github.com/rupestre-campos/geofastmapAPI,text/html; charset=utf-8,,2313,,2026-07-30T19:57:44.000607+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,643,6.10.4 Télédétection — catalogues STAC alternatifs,https://earth-search.aws.element84.com/v1,https://earth-search.aws.element84.com/v1,,200,https://earth-search.aws.element84.com/v1,application/json; charset=utf-8,,531,,2026-07-30T19:57:45.791914+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1330,12.13 Modèles de distribution d'espèces (Botanical / Correlation Engine),https://github.com/alrobles/maxentcpp,https://github.com/alrobles/maxentcpp,,200,https://github.com/alrobles/maxentcpp,text/html; charset=utf-8,,2078,,2026-07-30T19:57:44.321103+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1477,13.6 Benchmarks & évaluation (Validation Engine),https://github.com/google/earthengine-community/tree/master/experimental/cbgb_benchmark,https://github.com/google/earthengine-community/tree/master/experimental/cbgb_benchmark,,200,https://github.com/google/earthengine-community/tree/master/experimental/cbgb_benchmark,text/html; charset=utf-8,,2125,,2026-07-30T19:57:44.341618+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,644,6.10.4 Télédétection — catalogues STAC alternatifs,https://planetarycomputer.microsoft.com/api/stac/v1,https://planetarycomputer.microsoft.com/api/stac/v1,,405,https://planetarycomputer.microsoft.com/api/stac/v1,text/plain; charset=utf-8,,109,,2026-07-30T19:57:46.390595+00:00,A_VERIFIER,HTTP 405
SOURCES_DONNEES_EXHAUSTIVES.md,844,"A. STAC API (recommandé, nouveau)",https://stac.dataspace.copernicus.eu/v1/,https://stac.dataspace.copernicus.eu/v1/,,405,https://stac.dataspace.copernicus.eu/v1/,application/json,,282,,2026-07-30T19:57:46.238560+00:00,A_VERIFIER,HTTP 405
DATASET_CATALOG.md,478,DS-017 — INPN (Inventaire National du Patrimoine Naturel),https://inpn.mnhn.fr/referentiels-donnees,https://inpn.mnhn.fr/referentiels-donnees,,200,https://inpn.mnhn.fr/referentiels-donnees,text/html;charset=UTF-8,,281,,2026-07-30T19:57:46.334434+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1560,14.4 Modèles optimisés mobile (HuggingFace),https://huggingface.co/Qwen/Qwen2.5-1.5B-Instruct-GGUF,https://huggingface.co/Qwen/Qwen2.5-1.5B-Instruct-GGUF,,200,https://huggingface.co/Qwen/Qwen2.5-1.5B-Instruct-GGUF,text/html; charset=utf-8,,141,,2026-07-30T19:57:46.604752+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1282,12.8 Backend géospatial / API (GSIE API),https://github.com/georchestra/georchestra,https://github.com/georchestra/georchestra,,200,https://github.com/georchestra/georchestra,text/html; charset=utf-8,,1984,,2026-07-30T19:57:44.798150+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1031,B. land.copernicus.eu (téléchargement direct),https://land.copernicus.eu/en/products/soil-moisture/daily-soil-water-index-europe-1km-v2,https://land.copernicus.eu/en/products/soil-moisture/daily-soil-water-index-europe-1km-v2,,200,https://land.copernicus.eu/en/products/soil-moisture/daily-soil-water-index-europe-1km-v2,text/html; charset=utf-8,,312,,2026-07-30T19:57:46.468118+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,848,"A. STAC API (recommandé, nouveau)",https://stac.dataspace.copernicus.eu/v1/collections/sentinel-2-l2a/items?filter-lang=cql2-text&filter=eo:cloud_cover,https://stac.dataspace.copernicus.eu/v1/collections/sentinel-2-l2a/items?filter-lang=cql2-text&filter=eo:cloud_cover,,405,https://stac.dataspace.copernicus.eu/v1/collections/sentinel-2-l2a/items?filter-lang=cql2-text&filter=eo:cloud_cover,application/json,,78,,2026-07-30T19:57:46.788797+00:00,A_VERIFIER,HTTP 405
SOURCES_DONNEES_EXHAUSTIVES.md,469,6.1 Biomasse forestière — produits THEIA/LSCE (France),https://browser-theia.stac.teledetection.fr/,https://browser-theia.stac.teledetection.fr/,,404,https://browser-theia.stac.teledetection.fr/,text/html,,125,,2026-07-30T19:57:46.753563+00:00,MORTE,HTTP 404
SOURCES_DONNEES_EXHAUSTIVES.md,1234,12.3 Botanique / Identification d'espèces (Botanical Engine),https://github.com/MUYang99/GlobalGeoTree,https://github.com/MUYang99/GlobalGeoTree,,200,https://github.com/MUYang99/GlobalGeoTree,text/html; charset=utf-8,,2031,,2026-07-30T19:57:44.938629+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1339,12.14 Risque incendie / Humidité des combustibles (Ignis / Diagnostic Engine),https://github.com/taimoor789/Forest-Fire-Predictor,https://github.com/taimoor789/Forest-Fire-Predictor,,200,https://github.com/taimoor789/Forest-Fire-Predictor,text/html; charset=utf-8,,703,,2026-07-30T19:57:46.307874+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1524,"14.1 Solutions constructeurs (intégrées, fermées)",https://www.samsung.com/galaxy-ai/,https://www.samsung.com/galaxy-ai/,,403,https://www.samsung.com/galaxy-ai/,text/html,,156,,2026-07-30T19:57:46.882336+00:00,INDETERMINEE,HTTP 403 (anti-bot / acces interdit)
SOURCES_DONNEES_EXHAUSTIVES.md,1336,12.14 Risque incendie / Humidité des combustibles (Ignis / Diagnostic Engine),https://github.com/Perello-nico/DFMC_model,https://github.com/Perello-nico/DFMC_model,,200,https://github.com/Perello-nico/DFMC_model,text/html; charset=utf-8,,2110,,2026-07-30T19:57:44.962194+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,489,DS-017 — INPN (Inventaire National du Patrimoine Naturel),https://www.patrinat.fr/fr/page-temporaire-de-telechargement-des-referentiels-de-donnees-lies-linpn-7353,https://www.patrinat.fr/fr/page-temporaire-de-telechargement-des-referentiels-de-donnees-lies-linpn-7353,,200,https://www.patrinat.fr/fr/page-temporaire-de-telechargement-des-referentiels-de-donnees-lies-linpn-7353,text/html; charset=UTF-8,,94,,2026-07-30T19:57:46.967926+00:00,VIVANTE,HTTP 200
DATASET_CATALOG.md,697,DS-025 — GEDI L4A / L4B (NASA — biomasse aérienne spatiale),https://www.earthdata.nasa.gov/data/catalog/ornl-cloud-gedi-l4b-gridded-biomass-v2-1-2299-2.1,https://www.earthdata.nasa.gov/data/catalog/ornl-cloud-gedi-l4b-gridded-biomass-v2-1-2299-2.1,,200,https://www.earthdata.nasa.gov/data/catalog/ornl-cloud-gedi-l4b-gridded-biomass-v2-1-2299-2.1,text/html; charset=UTF-8,,8328,,2026-07-30T19:57:38.791476+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1283,12.8 Backend géospatial / API (GSIE API),https://github.com/notarious2/geolocations,https://github.com/notarious2/geolocations,,200,https://github.com/notarious2/geolocations,text/html; charset=utf-8,,2031,,2026-07-30T19:57:45.125568+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,850,"A. STAC API (recommandé, nouveau)",https://stac.dataspace.copernicus.eu/v1/search,https://stac.dataspace.copernicus.eu/v1/search,,405,https://stac.dataspace.copernicus.eu/v1/search,application/json,,47,,2026-07-30T19:57:47.164557+00:00,A_VERIFIER,HTTP 405
SOURCES_DONNEES_EXHAUSTIVES.md,645,6.10.4 Télédétection — catalogues STAC alternatifs,https://earth.esa.int/eogateway,https://earth.esa.int/eogateway,,200,https://earth.esa.int/eogateway,text/html; charset=utf-8,,187,,2026-07-30T19:57:47.011633+00:00,VIVANTE,HTTP 200
SOURCES_DONNEES_EXHAUSTIVES.md,1561,14.4 Modèles optimisés mobile (HuggingFace),https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct,https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct,,200,https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct,text/html; charset=utf-8,,297,,2026-07-30T19:57:47.111909+00:00,VIVANTE,HTTP 200
